,uname,message,like,oid,label
5545009706,独灵DLUHE,"神医宇宙战力排行
No.1 尹国安：治一个死三千个（300000%）
No.2 释德川：治一个超度一千五百个（150000%）
No.3 格尔泰：治一个死一千个（100000%）
No.4 老多吉：治一个死一千个（100000%）
No.5 阿古力：治一个死一百个（10000%）
No.6 铁中清：治一个辞世九十个(9000%)
No.7 张十三：治一个死十个（1000%）
No.8 苗三奇：治一个死九个（900%）
No.9 雄凤山：治一个死一个（100%)
No.10 张百军：100个里头99个全面猝死，一个变僵尸（99％） 
No.11 张文荣：100个人里头，有98个全面丧生，两个变丧尸（98%）
No.12 刘洪斌：100个人里头有97个全面猝死（97％）
No.13 乌仁吉：治10个能死9个（90%）
No.14 索朗次仁：埋了300只羊（0%）",2,67829931,0
5544957122,瞌睡的哈士奇,这些个“神医”的剧本怎么换汤不换药啊，这谁组织的？谁又将这些广告投放的？谁允许的的这广告上的公众平台？[doge],3,67829931,0
5544707604,ID不能撞很烦,神医宇宙的开山之作,0,67829931,0
5543961055,加油瘦到99,老百姓是唯一受害者,1,67829931,0
5542073546,缝雪娟,我的滑板鞋，时尚时尚最时尚,0,67829931,0
5541256497,爱怕芬达,少拿原片忽悠我[doge],0,67829931,0
5540519788,小漫洐,[大笑],0,67829931,0
5530582974,春来无处不春风,"我那年看了这视频一两个月后遭遇了巨大的不幸。
我笑的不是别的，是笑社会的现状。",10,67829931,0
5522363167,HESHANG不吃素,哈哈哈,0,67829931,0
3696057251,叶雨微童爱焦可,灭九族良药,0,67829931,0
3690770008,逐于暗影,牛逼,0,67829931,0
3689908189,多功能计算器,我当年吃了雄氏老方，现在已经住在墓地里了[阴险],0,67829931,0
3677420798,南越武王,"点赞，那根本不可能
投币，那我能承受的了吗
充电，这是极不道德的
收藏，门都没有
转发，那还是人吗
白嫖，而我却认为是应该做的[doge][doge]",2,67829931,0
3674930022,雷雷雷诺诺,哈哈哈笑傻了,0,67829931,0
3673597054,清远扬,梦开始的地方,1,67829931,0
3672564053,白面-书生,。。,0,67829931,0
3671781956,乌仁吉大善人,太狠了[笑哭][笑哭],0,67829931,0
3670015185,末日新月,神剪辑,0,67829931,0
3665434513,冰冰冰了个冰冰冰冰,请各位同学上黑板死一个成语出来，老师先死 无人生活,2,67829931,0
3664405642,jimmy200570,"孩子，孩子，为何你这么坏？
欺负，欺骗，为何你做出来？
学会做好小孩，别再乱来；
不要一直撒谎，拿假药卖。

坏坏，你快离开。
黄泉路，早已为你打开；
乖乖，要真心悔改，
你永远都是说谎不分黑白。

掰掰，别再回来。
要努力，真诚真心悔改。
甩头，做诚实的小孩，
每个人，都会为你喝采。",2,67829931,0
3659108743,逐于暗影,皇家兽医,0,67829931,0
3655116359,芝士雪豹可爱滴捏,带骟人[tv_doge],0,67829931,0
3654599629,あずさ魒のカップルあ,"👍🏿👍🏿👍🏿👍🏿👍🏿👍🏿👍🏿👍🏿👍🏿👍🏿👍🏿
👍🏿👍🏾👍🏾👍🏾👍🏾👍🏾👍🏾👍🏾👍🏾👍🏾👍🏿
👍🏿👍🏾👍🏽👍🏽👍🏽👍🏽👍🏽👍🏽👍🏽👍🏾👍🏿
👍🏿👍🏾👍🏽👍🏼👍🏼👍🏼👍🏼👍🏼👍🏽👍🏾👍🏿
👍🏿👍🏾👍🏽👍🏼👍🏻👍🏻👍🏻👍🏼👍🏽👍🏾👍🏿
👍🏿👍🏾👍🏽👍🏼👍🏻[doge]👍🏻👍🏼👍🏽👍🏾👍🏿
👍🏿👍🏾👍🏽👍🏼👍🏻👍🏻👍🏻👍🏼👍🏽👍🏾👍🏿
👍🏿👍🏾👍🏽👍🏼👍🏼👍🏼👍🏼👍🏼👍🏽👍🏾👍🏿
👍🏿👍🏾👍🏽👍🏽👍🏽👍🏽👍🏽👍🏽👍🏽👍🏾👍🏿
👍🏿👍🏾👍🏾👍🏾👍🏾👍🏾👍🏾👍🏾👍🏾👍🏾👍🏿
👍🏿👍🏿👍🏿👍🏿👍🏿👍🏿👍🏿👍🏿👍🏿👍🏿👍🏿",3,67829931,0
3650980353,我是真白小姐的狗,这可还行，三副药原地去世，推荐购买[热词系列_可以],1,67829931,0
3639019051,来黑龙江旅鱿的,"英雄：熊凤山
一技能：熊氏壮骨茶
为队友恢复2000*0.45（最大生命）
对敌军造成1000*9.999（最大生命）
2技能：买假药
对10000码的敌人范围内造成  吃药效果
3秒眩晕1次，并自身回满血。
3技能：三副药
10000码内秒杀队友与敌人
被动：吃药
3秒后自动去世，穿透伤害，无视名刀复活甲，任何无敌效果，以及复活效果[doge]",0,67829931,0
3639021929,来黑龙江旅鱿的,我在图书馆，笑得很大声……[捂脸],1,67829931,0
3638938329,蒙奇巨人,"神医宇宙战力排行
No.1 释德川：治一个超度一千五百个（150000%）
No.2 格尔泰：治一个死一千个（100000%）
No.2 老多吉：治一个死一千个（100000%）
No.4 阿古力：治一个死一百个（10000%）
No.5 苗三奇：治一个死九个（900%）
No.6 雄凤山：治一个死一个（100%)
No.7 张百军：100个里头99个全面猝死，一个变僵尸（99％） 
No.8 张文荣：100个人里头，有98个全面丧生，两个变丧尸（98%）
No.9 刘洪斌：100个人里头有97个全面猝死（97％）
No.10 乌仁吉：治10个能死9个（90%）
No.11 索朗次仁：埋了300只羊（0%）",9,67829931,0
3637352428,莫-德-雷-德,"老百姓赞一点币容易吗
点赞  那不可能
关注  这是极不道德的
投币那还是人吗
转发那我能承受得了
点踩取关加举报不管up怎么骂我我也不在乎因为我却认为这是我应该做的
我这人就这个性别人不敢白票我敢白票别人不敢举报我敢举报
2020年up饥荒时期100多个up跪着求我三连还叫我爸爸那我能承受得了平日里up都管我叫大善人我就把那100多个up关在羊圈里打100多公里的养圈我骑着马打up把up打了七七四十九天那些up被打的脸发青定都紫了呼哧呼哧气三天后被我打包发给了地狱我就想b站这莫多up就是把我累死我也治不完三连病我就想把药方无偿捐给国家让国家批量生产早早的让每个up都能吃上。",0,67829931,0
3637140950,Minecraft-无梦,啊这,0,67829931,0
3923793399,大苏丶禺,哈哈哈哈哈哈哈哈哈哈,0,67829931,0
3914590561,bili_71974244520,好搞笑哈哈哈,0,67829931,0
3904717413,想要修仙的肥仔,这是康普尼啊,0,67829931,0
3904294794,御坂10191号,克隆人~？！说到这个我可不困了啊~！[doge],0,67829931,0
3895226331,自闭就两个字,过于好笑，举报了[妙啊],0,67829931,0
3874510759,戴卓凝,gullible(噶了宝)易上当的，易受骗的,1,67829931,0
3869934614,殿前兵马司,up:“2020年的冬天，有个叫白嫖的病人……十分严重，我用棍把他挑起来，关在羊圈里淦了7天7夜，最后啊，给我好多币，亲切的叫我大善人。”,1,67829931,0
3847220652,24岁是个武林高手,噶,2,67829931,0
3844775312,噎盒滑神,扁鹊新皮肤——乌仁吉,0,67829931,0
3841458945,我是WKL啊,最后亿遍,0,67829931,0
3832792272,焱焱爱夏风,笑死我了,0,67829931,0
3821194278,某某某牛-,[奸笑]时不时就回来看一遍,1,67829931,0
3819522560,没有猫的想法,year,1,67829931,0
3815890180,我上面的人真好看,"2级号是一种可爱的猫科生物，它会用头蹭蹭所有路过点赞的人，并发出软乎乎的喵喵声
(=・ω・=)（每日乞讨0/1）",42,67829931,0
3814334958,隔壁的冷生,来了,0,67829931,0
3814339223,隔壁的冷生,我来了,0,67829931,0
3795146676,戴娣,就喜欢看雄凤山和乌仁吉的，有时间重置一下呗！,2,67829931,0
3792619259,3202062006120648,那我能承受的了么，我儿子是死神，我孙子是活阎王，谁敢违背我。敢违背我，那我就淦死他，噶了他命根子。我也常年违背祖宗，那祖宗敢和我作对么,2,67829931,0
95578397088,芝士knight,BV1AQ4y1U7dN[doge][doge],0,67829931,0
95534312144,CHERISH212,笑得肚子疼[喜极而泣],0,67829931,0
95199313440,这是我们奇迹的光芒,凶氏老方[滑稽][doge][吃瓜],0,67829931,0
95107656176,玉清岚,xslzl,0,67829931,0
95073489216,阿毛99,我说嘛，怎么最近腰总是疼，原来是up主的视频看多了，笑的我肾虚,1,67829931,0
95047678752,林呀2012,是吗？真应该好好给他们宣传,1,67829931,0
94530361824,政和下西洋,神医要是真敢拍这样的广告一定进拘留所呆几个月[doge],1,67829931,0
94498666144,孤为谁倾,✌耶,0,67829931,0
94423416160,账号已注销,😂,0,67829931,0
94423412368,账号已注销,耶耶耶,0,67829931,0
94423445136,账号已注销,好笑死了,0,67829931,0
94383269472,Aymoon圭零,2年后再看还是很好笑。[笑哭],0,67829931,0
94256849888,-loveyou88,为什么一年后来看还是笑的想死[大哭],2,67829931,0
94229859504,账号已注销,雄氏老方的雄凤山真名是陈伟健，去年3月因为新冠离世，终年65岁,8,67829931,0
94093396560,陆凡花,这药你们怎么不吃呢？ 这吃三副雄氏老方多是一件美事[doge],2,67829931,0
93796411296,爱吃汉堡的呆子,这个活笑的人肚子疼,1,67829931,0
93756241344,秃two兔,yeah！,0,67829931,0
93719227744,我不下地狱谁下地狱哈,······,0,67829931,0
93689128672,沉浸在茫茫大海,用了这药就下地狱[喜极而泣][喜极而泣][笑哭],0,67829931,0
93681160736,katani,[打call][打call][打call][打call]这特么不算诈骗吗,0,67829931,0
102554776976,仿生梵高梦见向日葵,太好笑了,1,67829931,0
102304868480,普通且唯梦,《万   恶   资   本   家》,0,67829931,0
102210423872,苏格拉猪00,笑死我了啊[笑哭],3,67829931,0
101880242288,王爱儒,他不卖蒙药了,2,67829931,0
101372680272,云天雪梦,我要你三副药死，谁敢让你吃五副！,1,67829931,0
101110778896,下辈子比我可爱,@石头博士阿呆,0,67829931,0
101057886656,DE_ZONE,经典咏流传,1,67829931,0
100973101360,原野助之新哦,year,0,67829931,0
100746459088,然的龙宝,"【置顶】神医宇宙战力排行
No.1 格尔泰：治一个死一千个（100000%）
No.1 老多吉：治一个死一千个（100000%）
No.3 阿古力：治一个死一百个（10000%）
No.4 苗三奇：治一个死九个（900%）
No.5 雄凤山：治一个死一个（100%)
No.6 张百军：100个里头99个全面猝死，一个变僵尸（99％） 
No.7 张文荣：100个人里头，有98个全面丧生，两个变丧尸（98%）
No.8 刘洪斌：100个人里头有97个全面猝死（97％）
No.9 乌仁吉：治10个能死9个（90%）
No.10 索朗次仁：埋了300只羊（0%）
[tv_doge][tv_doge][tv_doge]承接了上一部老哥的排行 欢迎补充 ",2,67829931,0
100602945728,球场黄飞鸿,无人机一到店，所有的农牧民便都看着他笑，有的叫道，“无人机，你脸上又添新伤疤了！”他不回答，对柜里说，“两块大黏痰，一个命根子。”便排出九个大宝贝。他们又故意的高声嚷道，“你一定又偷了人家的羊了！”无人机睁大眼睛说，“你怎么这样凭空污人清白......”“什么清白？我前天亲眼看见你偷了撒人猪家的羊，把你关在羊圈里，围着打。”无人机便涨红了脸，嘴唇憋的紫黑，争辩道，“窃羊不能算偷......窃羊!......大鳝人的事，能算偷吗？”接连便是难懂的话，什么“违背祖宗”，什么“应该做的”之类，引得众人都哄笑起来：店内外充满了快活的空气。[doge],3,67829931,0
100505377744,似乡邻,yeah[喜极而泣],0,67829931,0
100320852688,岩莺1947---,背景音乐是滑板鞋！,2,67829931,0
99875192000,数3数6的9,他不叫乌仁吉吗！！,1,67829931,0
99628131968,幸福的猹拉,year!,0,67829931,0
98842310192,不知取什么名的用户,"神医宇宙战力排行
No.1 尹国安：治一个死三千个（300000%）
No.2 释德川：治一个超度一千五百个（150000%）
No.3 格尔泰：治一个死一千个（100000%）
No.4 老多吉：治一个死一千个（100000%）
No.5 阿古力：治一个死一百个（10000%）
No.6 铁中清：治一个辞世九十个(9000%)
No.7 张十三：治一个死十个（1000%）
No.8 苗三奇：治一个死九个（900%）
No.9 雄凤山：治一个死一个（100%)
No.10 张百军：100个里头99个全面猝死，一个变僵尸（99％） 
No.11 张文荣：100个人里头，有98个全面丧生，两个变丧尸（98%）
No.12 刘洪斌：100个人里头有97个全面猝死（97％）
No.13 乌仁吉：治10个能死9个（90%）
No.14 索朗次仁：埋了300只羊（0%）",5,67829931,0
98715331616,空大且Sorry,几年前看过一遍，现在看还是笑得停不下来[脱单doge],6,67829931,0
98596541200,年纪轻轻就是homo,雄 逝 牢 房,5,67829931,0
98555623760,Zer0Du,知   法   犯   法,2,67829931,0
98424699952,无名的羔羊,路过,0,67829931,0
98104303584,月亮抱抱鲨莎,耶✌,1,67829931,0
138825540864,おうましゅう,熊 逝 老 方,4,67829931,0
138684074752,爱做欢喜少年lsy,嘎嘎秘方,1,67829931,0
138222011440,我是一个一个真正的鳗,嘎！,0,67829931,0
137438797984,Leinya,[大笑][大笑][大笑],0,67829931,0
136097968864,岭南道柳州牧,这药能不能治死人，我不知道，反正我是差点笑得喘不过气来了！[笑哭][笑哭],7,67829931,0
135688146032,二狗子得天下,22年不会还有人看吧！,8,67829931,0
135668154528,咸菜烧豆_,你在剪一个很邢的东西,0,67829931,0
135267227456,老猴伏特加,前来考古,0,67829931,0
134806169248,GinkgoWT,@10086玛卡巴卡,0,67829931,0
134750644208,罗mio欧与朱律叶,什么绝命毒师,3,67829931,0
134733453792,小特拉,@lyltbudao,0,67829931,0
133740080096,小鹿守护者1,@小小温柔lu,0,67829931,0
133058622176,软酥可味,@月轮嘿 能不能看见,0,67829931,0
133056859392,软酥可味,@月轮嘿 不笑算我输,0,67829931,0
132674803632,总是和你哔哔,没马老师那味,0,67829931,0
132470291760,是童憨憨呐,@是你不是你说不定,0,67829931,0
132300784128,努力的老黄,[热词系列_知识增加],3,67829931,0
131986882272,bili_73264412644,@罗翔说刑法,3,67829931,0
130946164576,炭治郎吖,有原版吗,2,67829931,0
130252935424,正于休,《民间禽兽》,0,67829931,0
4755927972,GakkiのDi酱,✌️,0,67829931,0
4751548789,kr-12,,0,67829931,0
4744323347,我乃孙打耶,他二大爷，我也要吃药[辣眼睛],0,67829931,0
4727966396,戴娣,https://b23.tv/TWfCJK,0,67829931,0
4721125417,从现在开始当yami的猫,少拿原版骗我[脱单doge],1,67829931,0
4716998961,徐某某0,神医之王[妙啊][妙啊],1,67829931,0
4709249832,提提么么哒,我没胆子治病，但是借治病的名义敛财的胆子还是有的，而且很大[OK][OK][OK],0,67829931,0
4696802949,白茶与温暖,第一次看完整个广告心里有无限的感慨[doge],0,67829931,0
4694479942,JR-Master易,year！,0,67829931,0
4686001138,戴娣,成名作,0,67829931,0
4681535462,噶韭菜的雄凤山,治一个死一个，耶耶耶，噶我孩子命根子！我在学校总放！,3,67829931,0
4677484893,我乃孙打耶,一边乐，一边滋尿[呲牙],1,67829931,0
4660203351,账号已注销,今天乘公交，人比较多，突然司机一个急刹车，一个美女摔倒在我身上，她居然哭了，非要让我做她男朋友。我说可以，但我一年内不想要孩子。她深深地看了我一眼，匆忙下车了。,0,67829931,0
4655850696,脉冲小小方fff,药到命除！！！！[热词系列_你币有了][热词系列_夺笋呐],1,67829931,0
4626188131,里外不是你哦,"身为一个为成熟的4级号，首先我们应该
假装自己也是热~评[doge]

💬114514     👍5.2万     👎0",3,67829931,0
4624833271,喝猹嘛,"镜飞彩：这还有救吗
宝生永梦：应该。。。不一定没救了
车车：永梦说的对，是没救了
[妙啊]",1,67829931,0
4613023064,账号已注销,神医啊,0,67829931,0
4570756590,笔醒山河,黑心钱赚了7000达不溜 还不够1爽呢[无语],4,67829931,0
4557904450,索林阿拉贡,商家有意误导的所谓常识今天我更正一下：玉不养人（玉和玻璃本质上都是结晶体）戴手镯会阻碍血液循环形成粗手臂。私藏象牙制品违法严重者可以入刑、珍珠没有保健价值狗狗不用绝育（绝育是商家宣传的观点如果都能自家繁殖谁还能去买狗）生的狗可以去买或者送人。野生海鱼并不补脑因为现代的海鲜含有大量的有害物质（污染严重）还会损害脑神经。梨花木没有任何保健价值、古玩手串不仅没有任何保健价值而且还会加剧某些物种的濒危程度并且宣传了封建迷信。尽量不要佩戴古玩手串，以免表带长期的勒着胳膊腕儿，造成血液流通不畅。手腕处含有丰富的毛细血管而且还有桡动脉（中医号脉号的就是这个脉）。长期循环不通会严重影响健康。手腕是人体很重要的部位要保持它的血液流通。人们根本不需要每天8杯水。不要经常使用杀虫剂因为它是剧毒经常接触会损害人体健康。穿山甲没有任何保健功效（现代科学证明其与手指甲的成分无异）为了不让人们被商家误导我要经常宣传此外如果谁知道一些所谓商家误导的假常识也要发布出来我们要当有智慧的消费者而不是被商家当成傻子。,2,67829931,0
4528945241,南寻求鲲,看了视频不白嫖 ，那还是人吗 ？[doge],1,67829931,0
3578937313,阳光笨多利,好洗脑的yeah[doge],0,67829931,0
3578931432,阳光笨多利,毫无违和感，刚开始我都没发现破绽[笑哭][doge],0,67829931,0
3578885465,阳光笨多利,大什么人？没听清[笑哭],0,67829931,0
3578873527,阳光笨多利,说实话，我好想问这个药是不是曾经出过什么大问题？[doge],0,67829931,0
3578231864,ふかみなつひこ,雄氏老方的广告以前B站有16分钟完整版我还收藏了，后来不知怎的突然没了,1,67829931,0
3577547966,自行车V北,"建议以毒攻毒
蒙式心脑方和雄式药房一起吃",0,67829931,0
3574493214,账号已注销,置死地而后生[喜极而泣],0,67829931,0
3571140979,破轮的狗,这个项目我投了[热词系列_妙啊],0,67829931,0
3570895751,创业小宇哥,破药吃死人了，才会那么多人说他们赚黑心钱,0,67829931,0
3570142204,汤-Sir,yeah~ yeah~ yeah~[doge][doge][doge],0,67829931,0
3569098279,cxkの传奇,带     骟     人,0,67829931,0
3568865625,绝望鸭子,今天你违背祖宗了吗[doge],0,67829931,0
3568774527,人生如雾亦如梦i,我真以为这是原版[喜极而泣],1,67829931,0
3567473454,再氪亿点点就好,"神医宇宙战力排行
No.1 格尔泰：治一个死一千个（100000%）
No.1 老多吉：治一个死一千个（100000%）
No.3 阿古力：治一个死一百个（10000%）
No.4 苗三奇：治一个死九个（900%）
No.5 雄凤山：治一个死一个（100%)
No.6 张百军：100个里头99个全面猝死，一个变僵尸（99％） 
No.7 张文荣：100个人里头，有98个全面丧生，两个变丧尸（98%）
No.8 刘洪斌：100个人里头有97个全面猝死（97％）
No.9 乌仁吉：治10个能死9个（90%）
No.10 索朗次仁：埋了300只羊（0%）
[tv_doge][tv_doge][tv_doge]承接了上一部老哥的排行 欢迎补充",4,67829931,0
3567467788,再氪亿点点就好,一键三连的都会一发入魂抽到想要的角色嗷[热词系列_芜湖起飞],1,67829931,0
3567417261,早乙女亚芽里,梦开始的地方[doge],0,67829931,0
3566271933,阳春水月,求bgm,0,67829931,0
3565776948,春风相伴而,我快笑死了,0,67829931,0
3564921109,老堂得咧,这是原版，只是剪去一些可能不过申的而已,1,67829931,0
3562540116,呆颜hv,"神医宇宙战力排行
No.1 格尔泰：治一个死一千个（100000%）
No.1 老多吉：治一个死一千个（100000%）
No.3 阿古力：治一个死一百个（10000%）
No.4 苗三奇：治一个死九个（900%）
No.5 雄凤山：治一个死一个（100%)
No.6 张百军：100个里头99个全面猝死，一个变僵尸（99％） 
No.7 张文荣：100个人里头，有98个全面丧生，两个变丧尸（98%）
No.8 刘洪斌：100个人里头有97个全面猝死（97％）
No.9 乌仁吉：治10个能死9个（90%）
No.10 索朗次仁：埋了300只羊（0%）
[tv_doge][tv_doge][tv_doge]承接了上一部老哥的排行 欢迎补充",0,67829931,0
3204140658,烟霞居,民间禽兽，，哈哈,1,67829931,0
3203745805,奇寶恐龍來了,笑死我了  耶！,0,67829931,0
3199449849,V仙残终酒,我迟早笑死在这,0,67829931,0
3196474502,卑微0级号,？？？,0,67829931,0
3188693758,bili_88919402991,我才一刚进来，up猪就催着我三连，你说我能承受的了吗？我一看，不行了，经过半个多月的思想斗争，我做出了一个违背祖宗的决定，把UP主关在羊圈里，叫来几个白嫖客，围着打，喂麻黄碱、氨茶碱、激素，抗生素，还让up做高数，一个疗程下去，UP主肺子透亮透亮的，吐的血啊都能用命根子挑起来，老狒狒，别人不敢治你，我敢！我这人就这个性格，不怕惹麻烦，yeah！[doge][doge],4,67829931,0
3187978431,毛小慧的余樂天,不是yeah吗？,0,67829931,0
3186282334,我爱少主ha,这真的不是原版吗,0,67829931,0
3185303471,北冥_有心,谁有原版视频,0,67829931,0
3184888403,missyoulovelyboy,考古挖到宝了[笑哭],0,67829931,0
3181260833,pedfuture,@雄凤山,0,67829931,0
3181251222,pedfuture,@阿古力,0,67829931,0
3179176136,MushroomNoodles,哈哈哈笑死我了,0,67829931,0
3177510479,韭菜神医雄凤山,淦,0,67829931,0
3176625878,树袋熊3,这样做广告，会让一些猎奇的人来尝试。（奇怪的思路）,0,67829931,0
3175910434,无心有帝,[热词系列_知识增加],0,67829931,0
3173018241,RdsenNorm,奠,1,67829931,0
3166661735,哔哩呷哺咕呖呱啦,噶,0,67829931,0
3161164575,银魂永远的神,"外国的药不好吃
中国的药好吃[喜欢]",0,67829931,0
3156722985,DR-物流,原版：WDNMD,0,67829931,0
3156020795,山巅一寺一壶酒--,这个up竟然拿原版视频骗我[doge],0,67829931,0
4268390573,再聊两毛钱的呗,杀人名医平一指，医一人杀一人[doge],0,67829931,0
4268353382,Yoceo,为钱而生，治死方休！,0,67829931,0
4268336600,迪富士康,[热词系列_好活][热词系列_三连],0,67829931,0
4268143549,热门野鸡荷叶花,雄凤山→雄凤year→雄凤年[doge],0,67829931,0
4267790031,小笼包好吃但树难栽,"毫无违和感！简直就是原片啊！！！
顺带一提，应该是yeah吧[doge]",1,67829931,0
4266279622,成为王支配战斗,不行，笑死我了[笑哭],0,67829931,0
4261806005,世界和平周,笑死我了 万一笑死了作者负责 笑的喘不过气,2,67829931,0
4257178401,细雨繁星,从1:12他摆拍的拿戥子的手法来看，完全就是个外行,11,67829931,0
4255417385,无产阶级中的一员,来自2021年的未来旅行者前来考古。[doge][doge],2,67829931,0
4252332233,请叫我去学习学习,《牲     望      极      高》,3,67829931,0
4250663821,星河在水清梦满船,"2020的春天，b站遇到了千年极寒，白嫖病大面积爆发，很多up主要求投币，平日里b站用户都管我叫大善人，他们有难，我能不站出来吗？我赶紧给up主抓进羊圈里，让200多个b站用户，围着白嫖，那up主能承受的了吗？吐的大黏痰，都能用棍条起来了。当地的b站用户都看不下去了，我把up主围着打,他能承受的了吗？他憋的嘴发黑,跪在炕上喘,我怎么能放过他？我赶紧给他喂上一副丹神定喘，第一副药吃下去，Up主，两个肺子透亮透亮的。第二幅药吃下去，心突突的跳，等第三副药吃下去，他才彻底的去世。",9,67829931,0
4250429700,槐月廿五,经典咏流传[doge],0,67829931,0
4250175627,云雨牧歌,这bgm是什么来着,0,67829931,0
4249008109,站错cp好伤心,你这不行啊，还要三副才去世[歪嘴],0,67829931,0
4246254037,喜欢我广町七深吗,笑死我了,0,67829931,0
4244937120,艾伦噎噎噎嗝儿,哈哈哈哈哈哈哈哈哈哈,0,67829931,0
4241132864,小和道士的猫,战地id:  雄氏老方医疗兵[笑哭],1,67829931,0
4239702580,或因时,经典咏流传[doge],0,67829931,0
4232391387,iOvoff,✧(≖ ◡ ≖✿)(๑‾᷅^‾᷅๑)(∂ω∂),0,67829931,0
4232191880,浮世灵师,我翻来覆去一个月，最终做了一个违背祖宗的决定,0,67829931,0
3336092751,水江浦岛子,up主太强了吧,0,67829931,0
3334942510,优秀执法者德里克沙文,厉害了,0,67829931,0
3333405960,囹翎羚,"点赞，那根本不可能
投币，那我能承受的了吗
充电，这是极不道德的
收藏，门都没有
转发，那还是人吗
白嫖，而我认为是应该的
我这个人就这性格，看不了别人好
惹上我，魂飞魄散吧
UP主辛苦做的点视频，笑死我也不三连
[doge][doge][doge]",1,67829931,0
3326880529,国漫的忠实粉丝,哈哈哈哈(ಡωಡ)hiahiahia,3,67829931,0
3326512418,刻进DNA,去年看，我差点笑死了(ಡωಡ),10,67829931,0
3326127147,西欧兔CO2,这是不是修改过了xd重温经典发现不对劲,2,67829931,0
3325235725,-冰菓_,大半夜的笑出猪叫，笑的停不下来那种[无语][无语][无语][无语],4,67829931,0
3324969327,ReVeNgEkILL,实  话  实  说,1,67829931,0
3324628988,小生老师,快更新[doge][doge][doge],3,67829931,0
3318221752,致郁的力量,《药  到  命  除》,2,67829931,0
3318048056,秦始皇派蒙恬,在？为什么原版投自制？[微笑],3,67829931,0
3312683417,秸稞,[doge][doge][doge],2,67829931,0
3310022196,达到LV6的一方通行,"雄氏老方：治一个死一个（100%）
丹神定喘：治十个能死九个（90%）
蒙药心脑方：一百个九十七个全面猝死(97%)
张氏心脑方：一百个九十八个全面丧生，两个变丧尸（98%）
三神定喘：治一个死一百个，从不失手（10000%）
所以，从致死率上讲，是三神定喘赢了[滑稽]",37,67829931,0
3306970329,账号已注销,@雄凤山 [doge],1,67829931,0
3303811848,白日梦o制造商,想要三连，那我能答应吗？这是极不道德的！于是我做出了一个违背祖宗的决定，把UP主关羊圈里，大冬天的，往身上泼冷水，往怀里塞冰块，七天之后，他吐的大黏痰能用棍儿挑起来,4,67829931,0
3303761571,驻站大臣,笑死[崩坏3_点赞],0,67829931,0
3301945000,给我一二三四首歌的时间,"诚信治病，根本不可能。
不赚黑心钱，们都没有。
在成本上只加一块钱利润，那还是人吗！！！",1,67829931,0
3300261997,触怒的姐姐,year～,1,67829931,0
3299919172,浪得虚名信,[热词系列_三连],1,67829931,0
3299076468,ggudhhhh,哈哈哈哈,0,67829931,0
3419349738,吾道AX,这不是做的视频，这是真的,4,67829931,0
3418502522,代杜收拾收拾,原版投自制??[歪嘴],0,67829931,0
3418094901,知李子,经典老番[支持],2,67829931,0
3417409068,发呆哥c,"要么  不给你治
给你治就必须全家",0,67829931,0
3416546823,快晴白狐,year~！太草了,0,67829931,0
3413540809,子非鱼安Richlron剑究,毫无剪辑痕迹,0,67829931,0
3413434098,I知更鸟I,法外狂徒，皇家兽医[滑稽],1,67829931,0
3407310637,早人爱吃枣仁,👴是2020尻股队的,4,67829931,0
3404783202,账号已注销,笑死了,0,67829931,0
3404669886,iMorning-,不白嫖，那还是人吗？[doge]三连，门都没有。点赞，那根本不可能，投币，你承受的起吗？收藏，你良心上过得去吗？我没有理由不举报。你坏我，我坏你[doge],3,67829931,0
3400865974,鱼八儿呀,@杰尼种子龟,0,67829931,0
3400570159,桐缘亮司,老year了,0,67829931,0
3397774234,旋转卍天平,“老百姓辛辛苦苦攒点钱，我不赚，那还是人吗？”[doge],0,67829931,0
3397184972,貝殼貝貝,早上吃，中午走，晚上在天堂看雄氏广告[doge],6,67829931,0
3391730058,CastillaOScar,你不是无人机吗,0,67829931,0
3388080681,肖邦也曾落泪,老百姓辛苦赚的钱，我就算累死也要赚2333333333，笑得我满地找头[喜极而泣][喜极而泣],1,67829931,0
3387521594,吔笋了嘞,6分30秒的时候响起了加勒比海盗的主题曲，是我听错了还是本来就有?,0,67829931,0
3380253599,溪水苑,这个雄氏老方你吃了之后[热词系列_危]，如果活下来了，那这辈子就啥病都不用怕了[热词系列_妙啊]，如果你没活下来，病毒需要宿主，他连宿主都没了，那病毒也算是治死了[热词系列_你细品],1,67829931,0
3376375247,爆帝枫者,@雄凤山 [doge],1,67829931,0
3372685540,等车-,呵呵哈哈哈呵呵哈哈哈,0,67829931,0
3298359213,收好今晚的月光,我终究还是做了小时候最讨厌的人[doge][doge],0,67829931,0
3292411066,籍进9y,张三直呼内行！,0,67829931,0
3280947239,L翎翎翎,早上买，早上吃，早上走。,4,67829931,0
3278334696,氿黎狐,看得我命根子一阵一阵的疼,5,67829931,0
3276921867,日落共倾城,"点赞，那根本不可能
投币，那我能承受的了吗
收藏，门都没有
转发，那还是人吗
充电，那我能站出来吗
白嫖，而我却认为是应该做的
UP主辛苦做点视频，笑死我也不三连
我这个人就这性格，不怕惹上麻烦
你有没有想过，这到底是为什么[doge][doge][doge]",5,67829931,0
3276094683,庭似月犹明,我想问问:“命根子是个啥[doge]”,3,67829931,0
3275225997,新月吴城,其实钱并没到骗子手上他们只是中间商而幕后黑手不想会他时便会安排一下,2,67829931,0
